14,"4U2C SIGNS",T-4U210
456,"MNR EMBROIDERY CC",T-MNR10
457,"MONITOR ENGINEERING (PTY) LTD",T-MON20
458,"MONATE DAIRY",T-MONA10
459,"MOONBRO PROPERTIES (PTY)LTD",T-MOO20
460,"MOTLA UTILITIES (PTY) LTD",T-MOT20
461,"MOYA IT",T-MOY10
462,"MEGAPAINT & HARDWARE",T-MPA10
463,"MOTION PERFECTION INDUSTRIES (PTY) LTD",T-MPI10
464,"MILLENIUM ROLLER DOORS SA",T-MRD10
465,"MR PROPSHAFT CC",T-MRP20
466,"MOBILE REPAIRE SERVICES",T-MRS10
467,"MD MINERAL TECHNOLOGIES SA",T-MTL10
468,MOTORSPARK,T-MTS10
469,"MONUMENT TOYOTA WESTRAND",T-MTW10
470,"MULTOTEC (PTY) LTD",T-MUL10
471,"MW ELECTRICAL CC",T-MWE10
472,"MYLAW CHEMICAL &  COATINGS (PTY) LTD",T-MYL10
473,"MYTECH CABLING SOLUTIONS (PTY) LTD",T-MYT10
474,"MZANSI POWER",T-MZP10
475,"NAD SECURITY SERVICES CC",T-NAD10
476,"NAD SERVICE CENTRE",T-NAD20
477,"NATIONAL AUTO GLASS",T-NAG10
478,"NANCEFIELD BAG CO.",T-NAN10
479,"NATIONAL CABLES (PTY) LTD",T-NAT50
480,NaTIS,T-NATIS
481,"NETVU SYSTEMS",T-NET20
482,"NEW HEIGHTS  1026 CC",T-NEW20
483,"NEXIM STRATEGIC BUSINESS SOLUT",T-NEX10
484,"NEXUS TOWING",T-NEX20
485,"NON FERROUS METALS",T-NFM10
486,"NFS INDUSTRIAL MACHINERY (PTY)",T-NFS10
487,"NICHOLSON CORPORATE STATIONERS (PTY) LTD",T-NIC10
488,"NISIDA ELECTRIC (PTY) LTD",T-NIS10
489,"MY RIDE NISSAN RANDFONTEIN",T-NIS20
490,"NJR STEEL - WESTDENE",T-NJR10
491,"NORTHERN NATAL BRONZE AND IRON FOUNDERS",T-NNB10
492,"NWT JOHANNESBURG",T-NOR10
493,"NEW WAY POWER (PTY) LTD",T-NWM10
494,"NORTHWEST NISSAN",T-NWN10
495,"O E AIRCONDITIONING SPARES CC",T-OEA10
496,"O.E.N. ENTERPRISES (PTY) LTD",T-OEN10
497,"OCEAN GLASS & ALLUMINIUM",T-OGA10
498,"OJ LIFTING",T-OJL10
499,"OLYMPUS PROTECTION SERVICES",T-OLY10
500,"ON SITE HYD AND PNEUMATIC",T-ONS10
501,"ONTDEKKERS MIDAS",T-ONT10
502,"OSBORN ENGINEERING PRODUCTS",T-OSB10
503,"OSM TECHNOLOGIES (PTY) LTD",T-OSM10
504,"PARK VILLAGE AUCTIONS",T-PAR20
505,"PARAMOUNT AEROSPACE SYSTEMS",T-PAS10
506,"PATELEC ELECTRICAL DISTRIBUTORS CC",T-PAT10
507,"PATHY S BULK BAGS",T-PAT20
508,"PATUMA FREIGHT (PTY) LTD",T-PAT30
509,"PE CHEMICALS",T-PEC10
510,"PEKAY GROUP (PTY) LTD",T-PEK10
511,"PENDULUM ENERGY (PTY) LTD",T-PEN10
512,PESTBUSTERS,T-PES10
513,"PENTRAX TRADING",T-PET10
514,"PEX HYDRAULICS",T-PEX10
515,"PUMPS FOR AFRICA",T-PFA10
516,"P.F.C SERVICES",T-PFC20
517,"P.G. GLASS (LENASIA) FRANCHISE",T-PGG10
518,"PG GLASS (LENASIA)",T-PGG20
519,"PG GLASS JOHANNESBURG CITY",T-PGG30
520,"PHAKIMISA INDUSTRIES CC",T-PHA10
521,"PRO- HYD IMPORT &  EXPORT (PTY)  LTD",T-PHI10
522,"PHOENIX STEEL",T-PHO10
523,"PHUMELELA BRAKE & CLUTCH CC",T-PHU10
524,"PICAL THE BRANDING COMPANY",T-PIC10
525,"PIERRAL INTERNATIONAL",T-PIE20
526,"PIKITUP  JHB PTY LTD",T-PIK10
527,"PKF OCTAGON",T-PKF10
528,"PKF OCTAGON ADVISORY",T-PKF20
529,"PLASTIC WORLD (PTY) LTD",T-PLA10
530,"PNC OIL",T-PNC10
531,PRONOVA,T-PNV10
532,"POLYURETHANE & PLASTIC PRODUCTS cc",T-POL30
533,"POSTHUMUS ENGINEERING CC",T-POS10
534,"POTTIES OVERLOAD SERVICES",T-POT10
535,"PPE SUPPLIES AND LABOUR CC",T-PPE10
536,"PROFESSIONAL PROPERTY PAINTERS",T-PPP10
537,"PREMIER SCALE SERVICES",T-PRE10
538,"PREMIER RECYCLING CC",T-PRE20
539,"PRECISION SS",T-PRE30
540,"ME ELECMETAL PRIMA (PTY) LTD",T-PRI10
541,"PROTEA CHEMICALS INLAND",T-PRO10
542,"PRO-ACT FIRE SERVICE",T-PRO20
543,"BLENDWELL CHEMICALS (PTY) LTD",T-PRO50
544,"POLYURETHANE & RUBBER PRODUCTS",T-PRP10
545,"PINNACLE TRANSFORMER MAINTENANCE",T-PTM10
546,"P TRUCK",T-PTR10
547,"PUMP AND ABRASION TECHNOLOGIES (PTY) LTD",T-PUM20
548,"PYRO TECH SECURITY SUPPLIES",T-PYR10
549,"QUALITY FIX ROOFING (PTY) LTD",T-QFR10
550,"QUANTUM STEEL",T-QUA40
551,"RADIO- PRO AND INDUSTRIAL CC",T-RAD10
552,"REPAIR - A- DOOR",T-RAD20
553,"RADIATOR SERVICES WESTRAND (PTY) LTD",T-RAD40
554,"RAYAL PACKAGING (PTY) LTD",T-RAY10
555,"RB & G  BLADEMAKERS S.A",T-RBG10
556,"ROBOT INDUSTRIAL SUPPLIES",T-RBT10
557,"RD ENGINEERING",T-RDE10
558,"RANDBURG DIESEL & TURBO PTY LTD",T-RDT10
559,"RENTTECH SOUTH AFRICA (PTY) LTD",T-REN20
560,"Recycling Essential Solution Effective Technologies",T-RES10
561,"REVA SYSTEMS  (PTY) LTD",T-REV10
562,"REVARO (PTY) LTD",T-REV20
563,"RIGANA MANUFACTURING (PTY) LTD",T-RGN10
564,"RH COOLING CC",T-RHC10
565,"RHEEM SOUTH AFRICA (PTY) LTD",T-RHE10
566,"RICCO HYDRAULICS CC",T-RIC20
567,"RIGANA MANUFACTURING (PTY) LTD",T-RIG10
568,"R M M BUILDING SUPPLIES",T-RMM10
569,"RMS MEASUREMENT AND CONTROL",T-RMS10
570,"R.N.S TREE FELLER",T-RNS20
571,"ROBOR (PTY) LTD",T-ROB30
572,"ROBTRADE 6 CC",T-ROB40
573,"ROSIL MOTORS",T-ROS10
574,"ROTO ROOTER (PTY) LTD",T-ROT10
575,"ROUTE MANAGEMENT (PTY) LTD t/a HENRED FRUEHAUF",T-ROU20
576,"ROY STOLLER - ATTONEY",T-ROY10
577,"RELIABLE PLANT HIRE (PTY) LTD",T-RPH10
578,"RPM ARMATURE WINDERS",T-RPM10
579,"RS COMPONENTS SA",T-RSC20
580,"R & S TACHOGRAPH SYSTEM CC",T-RST20
581,"RUECOM INDUSTRIES (PTY) LTD",T-RUE10
582,"TAURUS RECYCLING SYSTEM",T-RUS10
583,"R&V BEARING SUPPLIES cc",T-RVB10
584,"2 RV PUMP CC",T-RVP10
585,"RANDBURG WATER BORING",T-RWB10
586,"RWW ENGINEERING",T-RWW10
587,"RYNCOR AUCTIONEERS",T-RYN10
588,"S A BOLT MANUFACTURERS (PTY) LTD",T-SAB10
589,"SAFLEC (PROPRIETARY) LIMITED",T-SAF10
590,"SAFICON INDUSTRIAL EQUIPMENT (PTY) LTD",T-SAF20
591,"SAFETY SIGNS & EQUIPMENT (PTY) LTD",T-SAF30
592,"S.A. FLYER CC",T-SAF40
593,"SafetyWallet (Pty) Ltd - HEAD OFFICE",T-SAF50
594,"SafetyWallet (Pty) Ltd - INDUSTRIA",T-SAF60
595,"SAGE SOUTH AFRICA (PTY) LTD",T-SAG10
596,"S.A. METAL GROUP",T-SAM20
597,"SAMARIUM S.A.cc",T-SAM40
598,"SA AUTO PAINT",T-SAP10
599,"SAFE AND SECURE SECURITY",T-SAS20
600,"SA STEEL TUBE & PIPE (PTY) LTD",T-SAS50
601,SATLEC,T-SAT10
602,"SA WINE BARRELS PTY LTD",T-SAW10
603,"S.A. WELDING",T-SAW20
604,"SECURELOCK BUSINESS SOLUTION (PTY)LTD",T-SBS10
605,"SCALE - TECH/BALANCING TECHNIQ",T-SCA10
606,"SCANIA SOUTH AFRICA  PTY  LTD",T-SCA30
607,"SCHMIDT FEEDS",T-SCH20
608,"SCROOBY'S LABORATORY SERVICES CC",T-SCR10
609,"SCRAP METAL MERCHANTS",T-SCR30
610,"SEAL `N DEVICES CC",T-SEA20
611,"SECRA INSTALLATIONS CC",T-SEC10
612,"SECURESTRAP SOUTH AFRICA",T-SEC20
613,SECUROMESH,T-SEC30
614,"SEM TRADING","T-SEM 10"
615,"SETH HYDRAULIC SERVICES CC",T-SET10
616,"SEW EURODRIVE PTY LTD",T-SEW10
617,"SUNBRITE FORKLIFT",T-SFL10
618,"S G G STAALWERKE",T-SGG10
619,"SHAKOR (PTY) LTD",T-SHA10
620,SHUTTERLOCK,T-SHU10
621,"SIGMA WEAR PARTS (PTY) LTD",T-SIG10
622,"SIGNARAMA WESTRAND",T-SIG20
623,"SILVER SOLUTIONS 435 CC",T-SIL10
624,"SILICONE & TECHNICAL PRODUCTS (PTY) LTD",T-SIL50
625,"SIMCO ENGINEERING WORKS CC",T-SIM10
626,"SCRAP  IT METAL PTY LTD",T-SIM30
627,"SIMONS & CO.(PTY) LTD",T-SIM40
628,"SILIFANT PAINTING",T-SIP10
629,"S.J. ANDREWS ELECTRONICS",T-SJA10
630,"SJ&R CREATIONS",T-SJR10
631,"SKEYE TECH (PTY) LTD",T-SKE10
632,SKYJACKS,T-SKY20
633,"SALUTE ROADS CIVIL ENGINEERING",T-SLT10
634,"SILVER MOUNTAIN DESIGNS (DIESEL DISCOUNT )",T-SMD10
635,"DAX PROMOTIONS CC",T-SMS10
636,"SMART OFFICE SOLUTIONS (PTY) LTD",T-SOS10
637,"SixOneThree Trading (Pty) Ltd",T-SOT10
638,"SPACESEC (PTY) LTD",T-SPA10
639,"SPARK PLAID ENERGY (PTY) LTD",T-SPA20
640,"STEEL PIPES FOR AFRICA WEST RAND PTY LTD",T-SPA30
641,"SPECIALISED RUBBER & INDUSTRIA",T-SPE10
642,"SPECTROMETER TECHNOLOGIES",T-SPE20
643,"SPECTANK (PTY) LTD",T-SPE30
644,"SPOC MANAGED SERVICES",T-SPO10
645,"SOUTHERN POWER PRODUCTS (PTY)",T-SPP10
646,"DIRT TECH CC T/A SPRING CHEMICALS",T-SPR10
647,"SPROCKETS & CHAINS",T-SPR20
648,"SPUTNIK AUTO ELECTRICIANS",T-SPU10
649,"SUD - RECYCLING EQUIPMENT SOLUTIONS",T-SRE10
650,"SQUARE ROUTE LOGISTICS",T-SRL10
651,"STUART SHER TV CC",T-SST10
652,"STAR RECYCLING CO",T-STA30
653,"STEEL CHAIN MANUFACTURERS",T-STE20
654,"STENHARD INGENIEURSWERKE (EDMS",T-STE60
655,"SA TUBE & HONING",T-STH10
656,"SCALE TRONIC SERVICES CC",T-STS10
657,"SKIP TRUCK TRADERS (PTY) LTD",T-STT10
658,"SUNSET METAL WORKS",T-SUN10
659,"SUN TIMBER SALES C C",T-SUN20
660,"SURGE TECHNOLOGY PTY LTD",T-SUR10
661,"SWAMARA HAULIERS CC",T-SWA10
662,"SWITCH TECHNIQUE (PTY) LTD",T-SWI10
663,"STEWARTS & LLOYDS",T-SWL10
664,"SAFETYXPRESS STROMBERG",T-SXP10
665,"TALISMAN PLANT & TOOL HIRE",T-TAL10
666,"TARWORKS CONSTRUCTION CC",T-TAR20
667,"THE BRAKE AND CLUTCH COMPANY (PTY) LTD",T-TBC10
668,"TCB MACHINE MOVING & RIGGING",T-TCB10
669,"T C E METAL MERCHANTS",T-TCE20
670,TREADSAFE,T-TDS10
671,"TEC AFRICA SOLUTIONS (PTY) LTD",T-TECA10
672,"TELKOM 437734670001",T-TEL001
673,"TELKOM 441392090001",T-TEL002
674,"TELKOM 337645492",T-TEL003
675,"TELKOM 337656441",T-TEL004
676,"TELKOM SA SOC LIMITED",T-TEL20
677,"TELSTEEL CC",T-TEL40
678,"TEMSIK BOLT & NUT CC",T-TEM10
679,"TEMPERATURE CONTROL",T-TEM20
680,"TEREX PORT EQUIPMENT SOUTHERN AFRICA",T-TER10
681,"TECHWISE SUPPORT CC",T-TEW10
682,"TAURUS FITMENT CENTRE",T-TFC10
683,"T.G. REPAIRS",T-TGR10
684,"TRACTOR & GRADER SUPPLIES",T-TGS10
685,"THE HYDRAULIC CENTRE (PTY) LTD",T-THC10
686,"THEO'S METALS",T-THE10
687,"THERMOPOWER FURNACES S.A. (PTY) LTD",T-THE20
688,"TH TRANSPORT HOLDINGS",T-THT10
689,"TITANUS SLEW RINGS C.C",T-TIT10
690,"TK TRUCK & CAR CC",T-TKT10
691,"TERRA METAL GROUP",T-TMG10
692,"TAWANDA CAMERAS",T-TMS10
693,"TNT EXPRESS WORLDWIDE",T-TNT10
694,"TOMMY MARTIN ROODEPOORT",T-TOM10
695,"TOOL CENTRE (BENONI) (PTY) LTD",T-TOO10
696,"TOOLQUIP & ALLIED T/A INDUSTRI TOOLS & EQUIPMENT",T-TOO20
697,TOOLTECH,T-TOO40
698,"Top Performer Trading",T-TOP10
699,"TORQUE 'n STYLE MOTORSPORT cc",T-TOR20
700,TOSHIBA,T-TOS20
701,"TABACK PELKOWITZ & BERMAN",T-TPB10
702,"TRACKER CONNECT",T-TRA10
703,"TRANSRENT (PTY) LTD",T-TRA20
704,"TRANSPEC (PTY) LTD",T-TRA30
705,"TRANSCOR TRUCK HIRE (PTY) LTD",T-TRA50
706,"TRANSCOR (PTY) LTD",T-TRA70
707,"TRC CONVEYOR BELTING CC",T-TRC10
708,"TREPPO GROUP (PTY) LTD",T-TREP10
709,"AVENG TRIDENT STEEL",T-TRI10
710,"TRIPLE J DIESEL PTY LTD",T-TRI20
711,"TRISTAR TRUCKING",T-TRI30
712,"TRIGON MINING EQUIPMENT",T-TRI40
713,"TRI-COR SIGNS (SA) (PTY) LTD",T-TRI50
714,"TRIO PLUMBING & ELETRICAL",T-TRI80
715,"TRUSEAL (PTY) LTD",T-TRU20
716,"TRUCK EQUIPMENT (PTY) LTD",T-TRU30
717,"TSE BIG MAX CC",T-TSE10
718,"TRITEC SINTERED PRODUCTS T/A SINTECH",T-TSP10
719,"TRANSIT SEAT REPAIR (PTY)LTD",T-TSR10
720,"TTC INVESTMENTS (PTY)LTD",T-TTC10
721,"TT LESEDI PROMOTIONAL ENTERPRISES",T-TTL10
722,"TRI-TECH PETROLEUM (PTY) LTD",T-TTP10
723,"TURBO EXCHANGE C.C",T-TUR10
724,"TURNBOLT CC",T-TUR20
725,"TURNKEY HYDRAULICS",T-TUR30
726,"TUV RHEINLAND INSPECTION SERV.",T-TUV10
727,"TVH PARTS SOUTH AFRICA (PTY) LTD",T-TVH10
728,"THE WANDERERS CLUB",T-TWC10
729,"TITAN WATERPROOFING",T-TWP10
730,"TIGER WHEEL & TYRE",T-TWT10
731,"TYSICA LASER cc",T-TYS10
732,"UCG RECYCLING & WASTE",T-UCG10
733,"UCLASSIFIELDS (PTY) LTD",T-UCL10
734,"UD TRUCKS NWT JOHANNESBURG",T-UDT10
735,"UD TRUCKS PRETORIA",T-UDT20
736,"UNION ELECTRICAL WHOLESALES",T-UEW10
737,"UNITED SPECTROMETER TECHNOLOGI",T-UNI20
738,"UNIQUE WELDING ALLOYS: WEST RAND",T-UNI30
739,"UNITY BAG CC",T-UNI50
740,"U & N PARTS DISTRIBUTORS CC",T-UNP10
741,"URC FERROUS",T-URC10
742,"UV EQUIP CC",T-UVE10
743,"VORS-COR RECYCLING",T-VCR10
744,"VAN DER GRAAF (SA) PTY LTD",T-VDG10
745,"VAN DER SCHYFF MOTOR KORP T/A VDS AUTOBODY",T-VDS10
746,"W VAN DER SANDT",T-VDS20
747,"VEGAS FAST FOODS",T-VEG10
748,"VENDING TECHNICAL SERVICES",T-VEN10
749,"VEST PROFILING (PTY)LTD",T-VEP10
750,"VEREENIGING TYRES",T-VER10
751,"VER-BOLT (PTY) LTD",T-VER20
752,"VESCO PLASTICS SALES",T-VES10
753,"FOSECO A DIVISION OF VESUVIUS (SOUTH AFRICA)",T-VES20
754,"VERTENERGY AFRICA (PTY)LTD",T-VET10
755,"VICENZA ENGINEERING WORKS CC",T-VEW10
756,VIBRAMECH,T-VIB10
757,"Victor Range Consulting Engineer",T-VIC10
758,"SAGE VIP (PTY) LTD",T-VIP10
759,"VOITH TURBO (PTY) LTD",T-VOI10
760,"VR ENGINEERING",T-VRE10
761,"VALUE SCALE SERVICES",T-VSS10
762,"VAAL TRIANGLE LUBRICANTS",T-VTL10
763,"VAN TROMP & ASSOCIATES",T-VTS10
764,"WAC PETROLEUM PRODUCTS",T-WAC10
765,"WAP SOUTH AFRICA (PTY)LTD",T-WAP10
766,"WASA (PTY) LTD",T-WAS10
767,"WATERPROOFING BUDDY T/A ECO RUBBER EDENVALE",T-WAT20
768,"WB EQUIPMENT SALES CC",T-WBE10
769,"WCK  ENGINEERING (PTY) LTD",T-WCK10
770,"WEARNE READY MIXED CONCRETE (PTY) LTD",T-WEA10
771,"WEAR CHECK",T-WEA30
772,WEIGH-COMM,T-WEC10
773,"WEIR MINERALS SOUTH AFRICA (PTY) LTD",T-WEI20
774,"WEMIBONO INVESTMENTS",T-WEM10
775,"WEST PACK LIFESTYLE FALLS",T-WES10
776,"WETLOCK ROOFING CC",T-WET10
777,"WH AUCTIONEERS (PTY) LTD",T-WHA10
778,"WHEEL CARE PRODUCTS",T-WHE10
779,"WHEEL AND DEAL TYRE SALES (PTY) LTD",T-WHE20
780,"WILLIAMS HUNT ROODEPOORT",T-WHR10
781,"WHY Q SOLUTION",T-WHS10
782,"WILLIES TRANSPORT",T-WIL50
783,"WINGATE BRAKE & STEERING",T-WIN30
784,"TOUCHWISE (PTY)LTD",T-WIS10
785,"WITZ INC",T-WIT10
786,"AUTO WORLD SPARES (PTY) LTD T/A  WIZARD MIDAS",T-WIZ10
787,"WLL (PTY) LTD T/A WORLDLINE",T-WLL20
788,"WALTER MEANO ENGINEERING (PTY) LTD",T-WME10
789,"WMS ENGINEERING (PTY) LTD",T-WMS10
790,"WALKER MACHINE TOOLS",T-WMT10
791,"Workforce Staffing",T-WOR10
792,"WORKWEAR DEPOT",T-WOR20
793,"WORLD OF WORKWEAR",T-WOW10
794,"Welding Services Electrical Engineering",T-WSE10
795,"WEIGHBRIDGE &  SCALE SERVICES CC",T-WSS10
796,WATERGATE,T-WTR10
797,"WURTH SOUTH AFRICA (PTY) LTD",T-WUR10
798,"WVT ENGINEERING CC",T-WVT10
799,"XMECO FOUNDRY (PTY) LTD",T-XME10
800,"X-TREME INSTALLATIONS",T-XTR10
801,"XTREME AIR CONTROL (PTY) LTD",T-XTR20
802,"YELLOW METAL SA (PTY) LTD",T-YMS10
803,"YOUR TECHNICAL AIR COOLING CC",T-YTA10
804,"ZANOGEN / W. FEARNEHOUGH AFRIC",T-ZAN10
805,"ZANTOW ENVIRONMENTAL CONSULTAN",T-ZAN20
806,"ZF COMMERCIAL VEHICLE DISTRIBUTION SA (PTY) LTD",T-ZFC10
807,"ZF SERVICES (PTY) LTD-1614 MEADOWDALE",T-ZFS10
808,"ZIPPO TRADING (PTY) LTD",T-ZIP10
809,"FRED'S AUTOBODY",""
810,"TONY'S COLOURS",""
811,"TONY'S COLOURS",""
812,"GOSSELS PAINT AND HARDWARE",""
813,"AIR LIQUIDE",""
814,AUTOZONE,""
815,"BG BENNETT",""
816,"ASTRADEALS ECO/OXY",""
817,"PATELEC ELECTRICAL DISTRIBUTORS CC",
818,"R&V BEARING SUPPLIES cc",
819,"Recycling Essential Solution Effective Technologies",
820,"THE HYDRAULIC CENTRE (PTY) LTD",
821,MOTORSPARK,
822,"TRANSIT SEAT REPAIR (PTY) LTD",
823,"2 RV PUMP CC",
824,"PATELEC ELECTRICAL DISTRIBUTORS CC",
825,"R&V BEARING SUPPLIES cc",
826,"Recycling Essential Solution Effective Technologies",
827,"THE HYDRAULIC CENTRE (PTY) LTD",
828,MOTORSPARK,
829,"TRANSIT SEAT REPAIR (PTY) LTD",
830,"2 RV PUMP CC",
831,"BG BENNETT",
832,"UNION ELECTRICAL WHOLESALES",
833,"AUTO & TRUCK TYRE",
834,"TEMSIK BOLT & NUT CC",
835,ELECTROMECHANICA,
836,"INANI WELDING AND INDUSTRIAL SUPPLIES",
837,"AIR LIQUIDE",
838,"INDUSTRI TOOLS & EQUIPMENT",
839,"GAS WELD TECHNOLOGIES",
840,"BEUCOR BELEGGINGS T/A BG INDUSTRIAL",
841,"PATELEC ELECTRICAL DISTRIBUTORS CC",
842,"R&V BEARING SUPPLIES cc",
843,"Recycling Essential Solution Effective Technologies",
844,"THE HYDRAULIC CENTRE (PTY) LTD",
845,MOTORSPARK,
846,"TRANSIT SEAT REPAIR (PTY) LTD",
847,"2 RV PUMP CC",
848,"BG BENNETT",
849,"UNION ELECTRICAL WHOLESALES",
850,"AUTO & TRUCK TYRE",
851,"TEMSIK BOLT & NUT CC",
852,ELECTROMECHANICA,
853,"INANI WELDING AND INDUSTRIAL SUPPLIES",
854,"AIR LIQUIDE",
855,"INDUSTRI TOOLS & EQUIPMENT",
856,"GAS WELD TECHNOLOGIES",
857,"BEUCOR BELEGGINGS T/A BG INDUSTRIAL",
858,"G FOX & CO. (PTY) LTD",
859,"FUCHS LUBRICANTS (SOUTH AFRICA) (PTY) LTD",
860,"GALAXY TRADING",
861,"BEARING RESOURCES",
862,"MYLAW CHEMICAL & COATINGS (PTY) LTD",
863,"CRANE CERTIFICATE AND REPAIR",
864,"FORKLIFT PARTS WORLD (PTY) LTD",
865,"TVH PARTS SOUTH AFRICA (PTY) LTD",
866,"MITCHELL ADVANCED TECHNOLOGY (PTY) LTD",
867,"SAFICON INDUSTRIAL EQUIPMENT (PTY) LTD",
868,"PATELEC ELECTRICAL DISTRIBUTORS CC",
869,"R&V BEARING SUPPLIES cc",
870,"Recycling Essential Solution Effective Technologies",
871,"THE HYDRAULIC CENTRE (PTY) LTD",
872,MOTORSPARK,
873,"TRANSIT SEAT REPAIR (PTY) LTD",
874,"2 RV PUMP CC",
875,"BG BENNETT",
876,"UNION ELECTRICAL WHOLESALES",
877,"AUTO & TRUCK TYRE",
878,"TEMSIK BOLT & NUT CC",
879,ELECTROMECHANICA,
880,"INANI WELDING AND INDUSTRIAL SUPPLIES",
881,"AIR LIQUIDE",
882,"INDUSTRI TOOLS & EQUIPMENT",
883,"GAS WELD TECHNOLOGIES",
884,"BEUCOR BELEGGINGS T/A BG INDUSTRIAL",
885,"G FOX & CO. (PTY) LTD",
886,"FUCHS LUBRICANTS (SOUTH AFRICA) (PTY) LTD",
887,"GALAXY TRADING",
888,"BEARING RESOURCES",
889,"MYLAW CHEMICAL & COATINGS (PTY) LTD",
890,"CRANE CERTIFICATE AND REPAIR",
891,"FORKLIFT PARTS WORLD (PTY) LTD",
892,"TVH PARTS SOUTH AFRICA (PTY) LTD",
893,"MITCHELL ADVANCED TECHNOLOGY (PTY) LTD",
894,"SAFICON INDUSTRIAL EQUIPMENT (PTY) LTD",
895,"PATELEC ELECTRICAL DISTRIBUTORS CC",
896,"R&V BEARING SUPPLIES cc",
897,"Recycling Essential Solution Effective Technologies",
898,"THE HYDRAULIC CENTRE (PTY) LTD",
899,MOTORSPARK,
900,"TRANSIT SEAT REPAIR (PTY) LTD",
901,"2 RV PUMP CC",
902,"BG BENNETT",
903,"UNION ELECTRICAL WHOLESALES",
904,"AUTO & TRUCK TYRE",
905,"TEMSIK BOLT & NUT CC",
906,ELECTROMECHANICA,
907,"INANI WELDING AND INDUSTRIAL SUPPLIES",
908,"AIR LIQUIDE",
909,"INDUSTRI TOOLS & EQUIPMENT",
910,"GAS WELD TECHNOLOGIES",
911,"BEUCOR BELEGGINGS T/A BG INDUSTRIAL",
912,"G FOX & CO. (PTY) LTD",
913,"FUCHS LUBRICANTS (SOUTH AFRICA) (PTY) LTD",
914,"GALAXY TRADING",
915,"BEARING RESOURCES",
916,"MYLAW CHEMICAL & COATINGS (PTY) LTD",
917,"CRANE CERTIFICATE AND REPAIR",
918,"FORKLIFT PARTS WORLD (PTY) LTD",
919,"TVH PARTS SOUTH AFRICA (PTY) LTD",
920,"MITCHELL ADVANCED TECHNOLOGY (PTY) LTD",
921,"SAFICON INDUSTRIAL EQUIPMENT (PTY) LTD",
922,"SCANIA SOUTH AFRICA PTY LTD",
923,"CARGO COMMERCIAL VEHICLES AIRPORT",
924,"U & N PARTS DISTRIBUTORS CC",
925,"INYATI CLUTCH & FRICTION CC",
